,Symbol,Name,Industry,IndustryCode
425,HALO,Halozyme Therapeutics Inc,생명과학 및 메디컬 리서치,562020
426,LBTYA,Liberty Global PLC Class A,통신 서비스,574010
427,CRSP,CRISPR Therapeutics AG,생명과학 및 메디컬 리서치,562020
428,NCNO,nCino Inc,소프트웨어 및 IT서비스,572010
429,BRZE,Braze Inc Class A,소프트웨어 및 IT서비스,572010
430,DRVN,Driven Brands Holdings Inc,"개인, 가정 용품 및 서비스",542010
431,HLNE,Hamilton Lane Inc Class A,투자은행 및 서비스,551020
432,JBLU,JetBlue Airways Corp,운송업,524060
433,HCM,HUTCHMED (China) Ltd ADR,제약,562010
434,RARE,Ultragenyx Pharmaceutical Inc,생명과학 및 메디컬 리서치,562020
435,LANC,Lancaster Colony Corp,식품 및 담배,541020
436,HQY,Healthequity Inc,소프트웨어 및 IT서비스,572010
437,UMPQ,Umpqua Holdings Corp,은행,551010
438,ICUI,ICU Medical Inc,헬스케어 장비 및 용품,561010
439,SMTC,Semtech Corp,반도체 및 반도체 장비,571010
440,LSXMA,Liberty Media Corp Series A,미디어 및 출판,533020
441,WING,Wingstop Inc,호텔 및 엔터테인먼트,533010
442,PZZA,Papa John's International Inc,호텔 및 엔터테인먼트,533010
443,STNE,StoneCo Ltd Class A,핀테크,573010
444,GLPG,Galapagos NV ADR,생명과학 및 메디컬 리서치,562020
445,DISCA,Discovery Inc Series A,미디어 및 출판,533020
446,IONS,Ionis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
447,CRCT,Cricut Inc Class A,통합 하드웨어 및 소프트웨어,571070
448,BHF,Brighthouse Financial Inc,보험,553010
449,NWS,News Corp Class B,미디어 및 출판,533020
450,ITCI,Intra-Cellular Therapies Inc,생명과학 및 메디컬 리서치,562020
451,PYCR,Paycor HCM Inc,소프트웨어 및 IT서비스,572010
452,NFE,New Fortress Energy Inc Class A,천연가스 유틸리티,591020
453,BPMC,Blueprint Medicines Corp,생명과학 및 메디컬 리서치,562020
454,SPSC,SPS Commerce Inc,소프트웨어 및 IT서비스,572010
455,VIR,Vir Biotechnology Inc,생명과학 및 메디컬 리서치,562020
456,SAFM,Sanderson Farms Inc,식품 및 담배,541020
457,AMED,Amedisys Inc,헬스케어 업체 및 서비스,561020
458,BEAM,Beam Therapeutics Inc,생명과학 및 메디컬 리서치,562020
459,ENSG,Ensign Group Inc,헬스케어 업체 및 서비스,561020
460,ZLAB,Zai Lab Ltd ADR,제약,562010
461,MTSI,MACOM Technology Solutions Holdings Inc,반도체 및 반도체 장비,571010
462,MXL,Maxlinear Inc,반도체 및 반도체 장비,571010
463,ISBC,Investors Bancorp Inc,은행,551010
464,ALKS,Alkermes Plc,생명과학 및 메디컬 리서치,562020
465,OPCH,Option Care Health Inc,헬스케어 업체 및 서비스,561020
466,AVT,Avnet Inc,전자 장비 및 부품,571040
467,OZON,Ozon Holdings PLC ADR,다양한 소매업,534020
468,FELE,Franklin Electric Co Inc,"건설장비 및 대형차, 기차, 배",521020
469,INDB,Independent Bank Corp (Massachusetts),은행,551010
470,FIZZ,National Beverage Corp,음료,541010
471,OCDX,Ortho Clinical Diagnostics Holdings PLC,헬스케어 장비 및 용품,561010
472,ABCM,Abcam PLC ADR,제약,562010
473,LIVN,LivaNova PLC,헬스케어 장비 및 용품,561010
474,DNLI,Denali Therapeutics Inc,생명과학 및 메디컬 리서치,562020
475,EXLS,Exlservice Holdings Inc,전문 및 상업 서비스,522030
476,QDEL,Quidel Corp,헬스케어 장비 및 용품,561010
477,CERT,Certara Inc,소프트웨어 및 IT서비스,572010
478,ANGI,Angi Inc Class A,소프트웨어 및 IT서비스,572010
479,DIOD,Diodes Inc,반도체 및 반도체 장비,571010
480,ACIW,ACI Worldwide Inc,핀테크,573010
481,EBC,Eastern Bankshares Inc,은행,551010
482,APPF,Appfolio Inc Class A,소프트웨어 및 IT서비스,572010
483,CWST,Casella Waste Systems Inc Class A,전문 및 상업 서비스,522030
484,SRAD,Sportradar Group AG Class A,소프트웨어 및 IT서비스,572010
485,KNBE,Knowbe4 Inc Class A,소프트웨어 및 IT서비스,572010
486,VIAV,Viavi Solutions Inc,커뮤니케이션 및 네트워킹,571020
487,UCBI,United Community Banks Inc,은행,551010
488,NEOG,Neogen Corp,헬스케어 장비 및 용품,561010
489,OTLY,Oatly Group AB ADR,식품 및 담배,541020
490,SITM,SiTime Corp,반도체 및 반도체 장비,571010
491,LESL,Leslie's Inc,전문품 상점,534030
492,JAMF,Jamf Holding Corp,소프트웨어 및 IT서비스,572010
493,XRX,Xerox Holdings Corp,사무기기,571050
494,AMPL,Amplitude Inc Class A,소프트웨어 및 IT서비스,572010
495,BECN,Beacon Roofing Supply Inc,주택건설,532030
496,RKLB,Rocket Lab USA Inc Class A,우주항공 및 국방,521010
497,VICR,Vicor Corp,"건설장비 및 대형차, 기차, 배",521020
498,APLS,Apellis Pharmaceuticals Inc,제약,562010
499,LHCG,LHC Group Inc,헬스케어 업체 및 서비스,561020
500,FRPT,Freshpet Inc,식품 및 담배,541020
501,FHB,First Hawaiian Inc,은행,551010
502,APPN,Appian Corp Class A,소프트웨어 및 IT서비스,572010
503,FRHC,Freedom Holding Corp,투자은행 및 서비스,551020
504,BYND,Beyond Meat Inc,식품 및 담배,541020
505,APPS,Digital Turbine Inc,소프트웨어 및 IT서비스,572010
506,MEOH,Methanex Corp,화학,511010
507,PPBI,Pacific Premier Bancorp Inc,은행,551010
508,TTEC,TTEC Holdings Inc,소프트웨어 및 IT서비스,572010
509,AY,Atlantica Sustainable Infrastructure PLC,전기 유틸리티,591010
510,EXPI,eXp World Holdings Inc,부동산 운영 관리,601010
511,VRNS,Varonis Systems Inc,소프트웨어 및 IT서비스,572010
512,PECO,Phillips Edison & Co Inc,주택 및 상업용 리츠,601020
513,TRIP,Tripadvisor Inc,호텔 및 엔터테인먼트,533010
514,CERE,Cerevel Therapeutics Holdings Inc Class A,생명과학 및 메디컬 리서치,562020
515,PCH,Potlatchdeltic Corp,주택 및 상업용 리츠,601020
516,BMBL,Bumble Inc Class A,소프트웨어 및 IT서비스,572010
517,ACAD,ACADIA Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
518,YY,JOYY Inc ADR,소프트웨어 및 IT서비스,572010
519,ABCB,Ameris Bancorp,은행,551010
520,TRUP,Trupanion Inc,보험,553010
521,LBRDA,Liberty Broadband Corp Series A,미디어 및 출판,533020
522,CARG,CarGurus Inc Class A,소프트웨어 및 IT서비스,572010
523,ARVN,Arvinas Inc,생명과학 및 메디컬 리서치,562020
524,FOCS,Focus Financial Partners Inc Class A,투자은행 및 서비스,551020
525,ALRM,Alarm.com Holdings Inc,소프트웨어 및 IT서비스,572010
526,TSEM,Tower Semiconductor Ltd,반도체 및 반도체 장비,571010
527,SSRM,SSR Mining Inc,메탈&마이닝,512010
528,DAVE,Dave Inc Class A,핀테크,573010
529,FATE,Fate Therapeutics Inc,생명과학 및 메디컬 리서치,562020
530,STEP,StepStone Group Inc Class A,투자은행 및 서비스,551020
531,SGRY,Surgery Partners Inc,헬스케어 업체 및 서비스,561020
532,ACT,Enact Holdings Inc,보험,553010
533,TSP,TuSimple Holdings Inc Class A,통합 하드웨어 및 소프트웨어,571070
534,IRTC,iRhythm Technologies Inc,헬스케어 장비 및 용품,561010
535,MNDT,Mandiant Inc,소프트웨어 및 IT서비스,572010
536,VRNT,Verint Systems Inc,소프트웨어 및 IT서비스,572010
537,HAIN,Hain Celestial Group Inc,식품 및 담배,541020
538,JOBS,51job Inc ADR,전문 및 상업 서비스,522030
539,WSFS,WSFS Financial Corp,은행,551010
540,PGNY,Progyny Inc,헬스케어 업체 및 서비스,561020
541,MSTR,Microstrategy Inc Class A,소프트웨어 및 IT서비스,572010
542,LOPE,Grand Canyon Education Inc,교육서비스,631010
543,CATY,Cathay General Bancorp,은행,551010
544,VSAT,ViaSat Inc,커뮤니케이션 및 네트워킹,571020
545,ASO,Academy Sports and Outdoors Inc,전문품 상점,534030
546,SHOO,Steven Madden Ltd,섬유 및 의류,532020
547,NARI,Inari Medical Inc,헬스케어 장비 및 용품,561010
548,SMPL,Simply Good Foods Co,식품 및 담배,541020
549,DUOL,Duolingo Inc Class A,소프트웨어 및 IT서비스,572010
550,FCFS,Firstcash Holdings Inc,은행,551010
551,AAON,Aaon Inc,"건설장비 및 대형차, 기차, 배",521020
552,DSEY,Diversey Holdings Ltd,화학,511010
553,PSEC,Prospect Capital Corp,다양한 금융서비스,555010
554,CVBF,CVB Financial Corp,은행,551010
555,DH,Definitive Healthcare Corp Class A,소프트웨어 및 IT서비스,572010
556,SFNC,Simmons First National Corp Class A,은행,551010
557,IBTX,Independent Bank Group Inc,은행,551010
558,EYE,National Vision Holdings Inc,전문품 상점,534030
559,NSIT,Insight Enterprises Inc,"컴퓨터, 전화 및 가전제품",571060
560,KLIC,Kulicke and Soffa Industries Inc,반도체 및 반도체 장비,571010
561,BLKB,Blackbaud Inc,소프트웨어 및 IT서비스,572010
562,SFM,Sprouts Farmers Market Inc,식품 및 약품소매,543010
563,POWWP,Ammo Inc PRF,우주항공 및 국방,521010
564,CVT,Cvent Holding Corp,소프트웨어 및 IT서비스,572010
565,VORB,Virgin Orbit Holdings Inc,우주항공 및 국방,521010
566,INMD,Inmode Ltd,헬스케어 장비 및 용품,561010
567,NWE,NorthWestern Corp,전기 유틸리티,591010
568,PRFT,Perficient Inc,소프트웨어 및 IT서비스,572010
569,TCBI,Texas Capital Bancshares Inc,은행,551010
570,CVAC,CureVac NV,생명과학 및 메디컬 리서치,562020
571,STAA,STAAR Surgical Co,헬스케어 장비 및 용품,561010
572,ALGT,Allegiant Travel Co,운송업,524060
573,ZG,Zillow Group Inc Class A,부동산 운영 관리,601010
574,NMRK,Newmark Group Inc Class A,부동산 운영 관리,601010
575,MRCY,Mercury Systems Inc,우주항공 및 국방,521010
576,SPT,Sprout Social Inc Class A,소프트웨어 및 IT서비스,572010
577,NVMI,Nova Ltd,반도체 및 반도체 장비,571010
578,GSHD,Goosehead Insurance Inc Class A,보험,553010
579,IPAR,Inter Parfums Inc,"개인, 가정 용품 및 서비스",542010
580,ONB,Old National Bancorp,은행,551010
581,FORM,FormFactor Inc,반도체 및 반도체 장비,571010
582,QRTEA,Qurate Retail Inc Series A,다양한 소매업,534020
583,DCT,Duck Creek Technologies Inc,소프트웨어 및 IT서비스,572010
584,CELH,Celsius Holdings Inc,음료,541010
585,SBRA,Sabra Health Care REIT Inc,주택 및 상업용 리츠,601020
586,KRTX,Karuna Therapeutics Inc,생명과학 및 메디컬 리서치,562020
587,WDFC,WD-40 Co,"개인, 가정 용품 및 서비스",542010
588,AIMC,Altra Industrial Motion Corp,"건설장비 및 대형차, 기차, 배",521020
589,BRP,BRP Group Inc Class A,보험,553010
590,FLNC,Fluence Energy Inc Class A,"건설장비 및 대형차, 기차, 배",521020
591,UPWK,Upwork Inc,전문 및 상업 서비스,522030
592,CRVL,CorVel Corp,헬스케어 업체 및 서비스,561020
593,AUB,Atlantic Union Bankshares Corp,은행,551010
594,GRFS,Grifols SA ADR,제약,562010
595,COOP,Mr Cooper Group Inc,은행,551010
596,AEIS,Advanced Energy Industries Inc,"건설장비 및 대형차, 기차, 배",521020
597,HLIO,Helios Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
598,MMSI,Merit Medical Systems Inc,헬스케어 장비 및 용품,561010
599,CVLT,Commvault Systems Inc,소프트웨어 및 IT서비스,572010
600,LZ,LegalZoom.com Inc,소프트웨어 및 IT서비스,572010
601,MANT,ManTech International Corp Class A,소프트웨어 및 IT서비스,572010
602,MLHR,Herman Miller Inc,전문 및 상업 서비스,522030
603,CCOI,Cogent Communications Holdings Inc,통신 서비스,574010
604,FTDR,Frontdoor Inc,"개인, 가정 용품 및 서비스",542010
605,THRM,Gentherm Inc,자동차 및 자동차 부품,531010
606,JJSF,J & J Snack Foods Corp,식품 및 담배,541020
607,WERN,Werner Enterprises Inc,화물 및 물류 서비스,524050
608,FULT,Fulton Financial Corp,은행,551010
609,DORM,Dorman Products Inc,자동차 및 자동차 부품,531010
610,SONO,Sonos Inc,"컴퓨터, 전화 및 가전제품",571060
611,TWNK,Hostess Brands Inc Class A,식품 및 담배,541020
612,NKLA,Nikola Corp,자동차 및 자동차 부품,531010
613,LGIH,LGI Homes Inc,주택건설,532030
614,IHRT,iHeartMedia Inc Class A,미디어 및 출판,533020
615,OLLI,Ollie's Bargain Outlet Holdings Inc,다양한 소매업,534020
616,MLKN,MillerKnoll Inc,전문 및 상업 서비스,522030
617,QFIN,360 DigiTech Inc ADR,은행,551010
618,SABR,Sabre Corp,소프트웨어 및 IT서비스,572010
619,RCII,Rent-A-Center Inc,전문품 상점,534030
620,SIMO,Silicon Motion Technology Corp ADR,반도체 및 반도체 장비,571010
621,URBN,Urban Outfitters Inc,전문품 상점,534030
622,VCSA,Vacasa Inc Class A,소프트웨어 및 IT서비스,572010
623,PCRX,Pacira Biosciences Inc,제약,562010
624,FWRD,Forward Air Corp,화물 및 물류 서비스,524050
625,MGEE,MGE Energy Inc,전기 유틸리티,591010
626,VC,Visteon Corp,자동차 및 자동차 부품,531010
627,ATRC,AtriCure Inc,헬스케어 장비 및 용품,561010
628,RDFN,Redfin Corp,부동산 운영 관리,601010
629,PTCT,PTC Therapeutics Inc,생명과학 및 메디컬 리서치,562020
630,PDCO,Patterson Companies Inc,헬스케어 장비 및 용품,561010
631,ITRI,Itron Inc,"건설장비 및 대형차, 기차, 배",521020
632,COLB,Columbia Banking System Inc,은행,551010
633,UNIT,Uniti Group Inc,주택 및 상업용 리츠,601020
634,CBRL,Cracker Barrel Old Country Store Inc,호텔 및 엔터테인먼트,533010
635,CGC,Canopy Growth Corp,제약,562010
636,TASK,Taskus Inc Class A,전문 및 상업 서비스,522030
637,KOD,Kodiak Sciences Inc,생명과학 및 메디컬 리서치,562020
638,NAVI,Navient Corp,은행,551010
639,IQ,iQIYI Inc ADR,소프트웨어 및 IT서비스,572010
640,IBOC,International Bancshares Corp,은행,551010
641,OAS,Oasis Petroleum Inc,오일 및 가스,501020
642,ULCC,Frontier Group Holdings Inc,운송업,524060
643,BLDP,Ballard Power Systems Inc,재생에너지,502010
644,FLYW,Flywire Corp,전문 및 상업 서비스,522030
645,TIGO,Millicom International Cellular SA,통신 서비스,574010
646,GBDC,Golub Capital Bdc Inc,다양한 금융서비스,555010
647,SPWR,SunPower Corp,재생에너지,502010
648,CSQ,Calamos Strategic Total Return Fund,다양한 금융서비스,555010
649,TWST,Twist Bioscience Corp,제약,562010
650,RMBS,Rambus Inc,반도체 및 반도체 장비,571010
651,NUVA,NuVasive Inc,헬스케어 장비 및 용품,561010
652,OTTR,Otter Tail Corp,전기 유틸리티,591010
653,AMEH,Apollo Medical Holdings Inc,헬스케어 업체 및 서비스,561020
654,SWTX,SpringWorks Therapeutics Inc,생명과학 및 메디컬 리서치,562020
655,HUBG,Hub Group Inc Class A,화물 및 물류 서비스,524050
656,BCRX,BioCryst Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
657,EPAY,Bottomline Technologies Inc,소프트웨어 및 IT서비스,572010
658,MNTV,Momentive Global Inc,소프트웨어 및 IT서비스,572010
659,RXT,Rackspace Technology Inc,소프트웨어 및 IT서비스,572010
660,CYTK,Cytokinetics Inc,생명과학 및 메디컬 리서치,562020
661,NEO,Neogenomics Inc,헬스케어 업체 및 서비스,561020
662,LFST,Lifestance Health Group Inc,헬스케어 업체 및 서비스,561020
663,DWAC,Digital World Acquisition Corp Class A,기타 금융업,556010
664,MMYT,MakeMyTrip Ltd,호텔 및 엔터테인먼트,533010
665,TLRY,Tilray Brands Inc,제약,562010
666,BANF,BancFirst Corp,은행,551010
667,FOLD,Amicus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
668,FA,First Advantage Corp,전문 및 상업 서비스,522030
669,INSM,Insmed Inc,생명과학 및 메디컬 리서치,562020
670,VEON,VEON Ltd ADR,통신 서비스,574010
671,MDRX,Allscripts Healthcare Solutions Inc,헬스케어 장비 및 용품,561010
672,FMBI,First Midwest Bancorp Inc,은행,551010
673,RNW,Renew Energy Global PLC Class A,전기 유틸리티,591010
674,CVET,Covetrus Inc,헬스케어 장비 및 용품,561010
675,AHCO,Adapthealth Corp,헬스케어 장비 및 용품,561010
676,GO,Grocery Outlet Holding Corp,식품 및 약품소매,543010
677,DNUT,Krispy Kreme Inc,호텔 및 엔터테인먼트,533010
678,LOB,Live Oak Bancshares Inc,은행,551010
679,FIBK,First Interstate BancSystem Inc Class A,은행,551010
680,CLBK,Columbia Financial Inc,은행,551010
681,VRRM,Verra Mobility Corp Class A,전문 및 상업 서비스,522030
682,FFBC,First Financial Bancorp,은행,551010
683,NTCT,Netscout Systems Inc,소프트웨어 및 IT서비스,572010
684,CVCO,Cavco Industries Inc,주택건설,532030
685,FROG,Jfrog Ltd,소프트웨어 및 IT서비스,572010
686,CRNC,Cerence Inc,소프트웨어 및 IT서비스,572010
687,STFC,State Auto Financial Corp,보험,553010
688,IOSP,Innospec Inc,화학,511010
689,CORZ,Core Scientific Inc,핀테크,573010
690,IAS,Integral Ad Science Holding Corp,소프트웨어 및 IT서비스,572010
691,SANM,Sanmina Corp,반도체 및 반도체 장비,571010
692,WAFD,Washington Federal Inc,은행,551010
693,TOWN,Towne Bank,은행,551010
694,RUSHA,Rush Enterprises Inc Class A,전문품 상점,534030
695,SHLS,Shoals Technologies Group Inc Class A,재생에너지,502010
696,CDEV,Centennial Resource Development Inc Class A,오일 및 가스,501020
697,ZNTL,Zentalis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
698,PAX,Patria Investments Ltd Class A,투자은행 및 서비스,551020
699,FRME,First Merchants Corp,은행,551010
700,NEGG,Newegg Commerce Inc,소프트웨어 및 IT서비스,572010
701,SBCF,Seacoast Banking Corporation of Florida,은행,551010
702,PAGP,Plains GP Holdings LP Class A,오일 및 가스 장비 및 서비스,501030
703,WSBC,WesBanco Inc,은행,551010
704,AAWW,Atlas Air Worldwide Holdings Inc,화물 및 물류 서비스,524050
705,PSMT,PriceSmart Inc,다양한 소매업,534020
706,RLAY,Relay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
707,SBLK,Star Bulk Carriers Corp,화물 및 물류 서비스,524050
708,ROIC,Retail Opportunity Investments Corp,주택 및 상업용 리츠,601020
709,DWACU,Digital World Acquisition Units,기타 금융업,556010
710,ABCL,Abcellera Biologics Inc,생명과학 및 메디컬 리서치,562020
711,SRNG,Soaring Eagle Acquisition Corp Class A,기타 금융업,556010
712,ADV,Advantage Solutions Inc Class A,미디어 및 출판,533020
713,TTGT,TechTarget Inc,소프트웨어 및 IT서비스,572010
714,OMAB,Grupo Aeroportuario del Centro Norte SAB de CV ADR,운송 인프라,524070
715,DADA,Dada Nexus Ltd ADR,소프트웨어 및 IT서비스,572010
716,SAGE,SAGE Therapeutics Inc,생명과학 및 메디컬 리서치,562020
717,IOVA,Iovance Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
718,HTLF,Heartland Financial USA Inc,은행,551010
719,ODP,ODP Corp,전문품 상점,534030
720,TLND,Talend SA ADR,소프트웨어 및 IT서비스,572010
721,ARCB,ArcBest Corp,화물 및 물류 서비스,524050
722,WIRE,Encore Wire Corp,"건설장비 및 대형차, 기차, 배",521020
